child_num,hex_id,dns_mapping,notes
716,6kgrviceaaaa,0.0.0.0.0.0.1.2.0.4.2.5.1.2.3.20.h3.vichex.ca.,
717,6kgrvyceaaaa,0.0.0.0.0.0.1.2.0.4.3.5.1.2.3.20.h3.vichex.ca.,
718,6kgrwiceaaaa,0.0.0.0.0.0.1.2.0.4.4.5.1.2.3.20.h3.vichex.ca.,
719,6kgrwyceaaaa,0.0.0.0.0.0.1.2.0.4.5.5.1.2.3.20.h3.vichex.ca.,
720,6kgrxiceaaaa,0.0.0.0.0.0.1.2.0.4.6.5.1.2.3.20.h3.vichex.ca.,
721,6kgrukceaaaa,0.0.0.0.0.0.1.2.0.5.0.5.1.2.3.20.h3.vichex.ca.,
722,6kgru2ceaaaa,0.0.0.0.0.0.1.2.0.5.1.5.1.2.3.20.h3.vichex.ca.,
723,6kgrvkceaaaa,0.0.0.0.0.0.1.2.0.5.2.5.1.2.3.20.h3.vichex.ca.,
724,6kgrv2ceaaaa,0.0.0.0.0.0.1.2.0.5.3.5.1.2.3.20.h3.vichex.ca.,
725,6kgrwkceaaaa,0.0.0.0.0.0.1.2.0.5.4.5.1.2.3.20.h3.vichex.ca.,
726,6kgrw2ceaaaa,0.0.0.0.0.0.1.2.0.5.5.5.1.2.3.20.h3.vichex.ca.,
727,6kgrxkceaaaa,0.0.0.0.0.0.1.2.0.5.6.5.1.2.3.20.h3.vichex.ca.,
728,6kgrumceaaaa,0.0.0.0.0.0.1.2.0.6.0.5.1.2.3.20.h3.vichex.ca.,
729,6kgru4ceaaaa,0.0.0.0.0.0.1.2.0.6.1.5.1.2.3.20.h3.vichex.ca.,
730,6kgrvmceaaaa,0.0.0.0.0.0.1.2.0.6.2.5.1.2.3.20.h3.vichex.ca.,
731,6kgrv4ceaaaa,0.0.0.0.0.0.1.2.0.6.3.5.1.2.3.20.h3.vichex.ca.,
732,6kgrwmceaaaa,0.0.0.0.0.0.1.2.0.6.4.5.1.2.3.20.h3.vichex.ca.,
733,6kgrw4ceaaaa,0.0.0.0.0.0.1.2.0.6.5.5.1.2.3.20.h3.vichex.ca.,
734,6kgrxmceaaaa,0.0.0.0.0.0.1.2.0.6.6.5.1.2.3.20.h3.vichex.ca.,
735,6kgruakeaaaa,0.0.0.0.0.0.1.2.1.0.0.5.1.2.3.20.h3.vichex.ca.,
736,6kgruqkeaaaa,0.0.0.0.0.0.1.2.1.0.1.5.1.2.3.20.h3.vichex.ca.,
737,6kgrvakeaaaa,0.0.0.0.0.0.1.2.1.0.2.5.1.2.3.20.h3.vichex.ca.,
738,6kgrvqkeaaaa,0.0.0.0.0.0.1.2.1.0.3.5.1.2.3.20.h3.vichex.ca.,
739,6kgrwakeaaaa,0.0.0.0.0.0.1.2.1.0.4.5.1.2.3.20.h3.vichex.ca.,
740,6kgrwqkeaaaa,0.0.0.0.0.0.1.2.1.0.5.5.1.2.3.20.h3.vichex.ca.,
741,6kgrxakeaaaa,0.0.0.0.0.0.1.2.1.0.6.5.1.2.3.20.h3.vichex.ca.,
742,6kgruckeaaaa,0.0.0.0.0.0.1.2.1.1.0.5.1.2.3.20.h3.vichex.ca.,
743,6kgruskeaaaa,0.0.0.0.0.0.1.2.1.1.1.5.1.2.3.20.h3.vichex.ca.,
744,6kgrvckeaaaa,0.0.0.0.0.0.1.2.1.1.2.5.1.2.3.20.h3.vichex.ca.,
745,6kgrvskeaaaa,0.0.0.0.0.0.1.2.1.1.3.5.1.2.3.20.h3.vichex.ca.,
746,6kgrwckeaaaa,0.0.0.0.0.0.1.2.1.1.4.5.1.2.3.20.h3.vichex.ca.,
747,6kgrwskeaaaa,0.0.0.0.0.0.1.2.1.1.5.5.1.2.3.20.h3.vichex.ca.,
748,6kgrxckeaaaa,0.0.0.0.0.0.1.2.1.1.6.5.1.2.3.20.h3.vichex.ca.,
749,6kgruekeaaaa,0.0.0.0.0.0.1.2.1.2.0.5.1.2.3.20.h3.vichex.ca.,
750,6kgruukeaaaa,0.0.0.0.0.0.1.2.1.2.1.5.1.2.3.20.h3.vichex.ca.,
751,6kgrvekeaaaa,0.0.0.0.0.0.1.2.1.2.2.5.1.2.3.20.h3.vichex.ca.,
752,6kgrvukeaaaa,0.0.0.0.0.0.1.2.1.2.3.5.1.2.3.20.h3.vichex.ca.,
753,6kgrwekeaaaa,0.0.0.0.0.0.1.2.1.2.4.5.1.2.3.20.h3.vichex.ca.,
754,6kgrwukeaaaa,0.0.0.0.0.0.1.2.1.2.5.5.1.2.3.20.h3.vichex.ca.,
755,6kgrxekeaaaa,0.0.0.0.0.0.1.2.1.2.6.5.1.2.3.20.h3.vichex.ca.,
756,6kgrugkeaaaa,0.0.0.0.0.0.1.2.1.3.0.5.1.2.3.20.h3.vichex.ca.,
757,6kgruwkeaaaa,0.0.0.0.0.0.1.2.1.3.1.5.1.2.3.20.h3.vichex.ca.,
758,6kgrvgkeaaaa,0.0.0.0.0.0.1.2.1.3.2.5.1.2.3.20.h3.vichex.ca.,
759,6kgrvwkeaaaa,0.0.0.0.0.0.1.2.1.3.3.5.1.2.3.20.h3.vichex.ca.,
760,6kgrwgkeaaaa,0.0.0.0.0.0.1.2.1.3.4.5.1.2.3.20.h3.vichex.ca.,
761,6kgrwwkeaaaa,0.0.0.0.0.0.1.2.1.3.5.5.1.2.3.20.h3.vichex.ca.,
762,6kgrxgkeaaaa,0.0.0.0.0.0.1.2.1.3.6.5.1.2.3.20.h3.vichex.ca.,
763,6kgruikeaaaa,0.0.0.0.0.0.1.2.1.4.0.5.1.2.3.20.h3.vichex.ca.,
764,6kgruykeaaaa,0.0.0.0.0.0.1.2.1.4.1.5.1.2.3.20.h3.vichex.ca.,
765,6kgrvikeaaaa,0.0.0.0.0.0.1.2.1.4.2.5.1.2.3.20.h3.vichex.ca.,
766,6kgrvykeaaaa,0.0.0.0.0.0.1.2.1.4.3.5.1.2.3.20.h3.vichex.ca.,
767,6kgrwikeaaaa,0.0.0.0.0.0.1.2.1.4.4.5.1.2.3.20.h3.vichex.ca.,
768,6kgrwykeaaaa,0.0.0.0.0.0.1.2.1.4.5.5.1.2.3.20.h3.vichex.ca.,
769,6kgrxikeaaaa,0.0.0.0.0.0.1.2.1.4.6.5.1.2.3.20.h3.vichex.ca.,
770,6kgrukkeaaaa,0.0.0.0.0.0.1.2.1.5.0.5.1.2.3.20.h3.vichex.ca.,
771,6kgru2keaaaa,0.0.0.0.0.0.1.2.1.5.1.5.1.2.3.20.h3.vichex.ca.,
772,6kgrvkkeaaaa,0.0.0.0.0.0.1.2.1.5.2.5.1.2.3.20.h3.vichex.ca.,
773,6kgrv2keaaaa,0.0.0.0.0.0.1.2.1.5.3.5.1.2.3.20.h3.vichex.ca.,
774,6kgrwkkeaaaa,0.0.0.0.0.0.1.2.1.5.4.5.1.2.3.20.h3.vichex.ca.,
775,6kgrw2keaaaa,0.0.0.0.0.0.1.2.1.5.5.5.1.2.3.20.h3.vichex.ca.,
776,6kgrxkkeaaaa,0.0.0.0.0.0.1.2.1.5.6.5.1.2.3.20.h3.vichex.ca.,
777,6kgrumkeaaaa,0.0.0.0.0.0.1.2.1.6.0.5.1.2.3.20.h3.vichex.ca.,
778,6kgru4keaaaa,0.0.0.0.0.0.1.2.1.6.1.5.1.2.3.20.h3.vichex.ca.,
779,6kgrvmkeaaaa,0.0.0.0.0.0.1.2.1.6.2.5.1.2.3.20.h3.vichex.ca.,
780,6kgrv4keaaaa,0.0.0.0.0.0.1.2.1.6.3.5.1.2.3.20.h3.vichex.ca.,
781,6kgrwmkeaaaa,0.0.0.0.0.0.1.2.1.6.4.5.1.2.3.20.h3.vichex.ca.,
782,6kgrw4keaaaa,0.0.0.0.0.0.1.2.1.6.5.5.1.2.3.20.h3.vichex.ca.,
783,6kgrxmkeaaaa,0.0.0.0.0.0.1.2.1.6.6.5.1.2.3.20.h3.vichex.ca.,
784,6kgruaseaaaa,0.0.0.0.0.0.1.2.2.0.0.5.1.2.3.20.h3.vichex.ca.,
785,6kgruqseaaaa,0.0.0.0.0.0.1.2.2.0.1.5.1.2.3.20.h3.vichex.ca.,
786,6kgrvaseaaaa,0.0.0.0.0.0.1.2.2.0.2.5.1.2.3.20.h3.vichex.ca.,
787,6kgrvqseaaaa,0.0.0.0.0.0.1.2.2.0.3.5.1.2.3.20.h3.vichex.ca.,"Prospect Lake Common Crawl"
788,6kgrwaseaaaa,0.0.0.0.0.0.1.2.2.0.4.5.1.2.3.20.h3.vichex.ca.,
789,6kgrwqseaaaa,0.0.0.0.0.0.1.2.2.0.5.5.1.2.3.20.h3.vichex.ca.,
790,6kgrxaseaaaa,0.0.0.0.0.0.1.2.2.0.6.5.1.2.3.20.h3.vichex.ca.,
791,6kgrucseaaaa,0.0.0.0.0.0.1.2.2.1.0.5.1.2.3.20.h3.vichex.ca.,
792,6kgrusseaaaa,0.0.0.0.0.0.1.2.2.1.1.5.1.2.3.20.h3.vichex.ca.,
793,6kgrvcseaaaa,0.0.0.0.0.0.1.2.2.1.2.5.1.2.3.20.h3.vichex.ca.,
794,6kgrvsseaaaa,0.0.0.0.0.0.1.2.2.1.3.5.1.2.3.20.h3.vichex.ca.,
795,6kgrwcseaaaa,0.0.0.0.0.0.1.2.2.1.4.5.1.2.3.20.h3.vichex.ca.,
796,6kgrwsseaaaa,0.0.0.0.0.0.1.2.2.1.5.5.1.2.3.20.h3.vichex.ca.,
797,6kgrxcseaaaa,0.0.0.0.0.0.1.2.2.1.6.5.1.2.3.20.h3.vichex.ca.,
798,6kgrueseaaaa,0.0.0.0.0.0.1.2.2.2.0.5.1.2.3.20.h3.vichex.ca.,
799,6kgruuseaaaa,0.0.0.0.0.0.1.2.2.2.1.5.1.2.3.20.h3.vichex.ca.,
800,6kgrveseaaaa,0.0.0.0.0.0.1.2.2.2.2.5.1.2.3.20.h3.vichex.ca.,
801,6kgrvuseaaaa,0.0.0.0.0.0.1.2.2.2.3.5.1.2.3.20.h3.vichex.ca.,
802,6kgrweseaaaa,0.0.0.0.0.0.1.2.2.2.4.5.1.2.3.20.h3.vichex.ca.,
803,6kgrwuseaaaa,0.0.0.0.0.0.1.2.2.2.5.5.1.2.3.20.h3.vichex.ca.,
804,6kgrxeseaaaa,0.0.0.0.0.0.1.2.2.2.6.5.1.2.3.20.h3.vichex.ca.,
805,6kgrugseaaaa,0.0.0.0.0.0.1.2.2.3.0.5.1.2.3.20.h3.vichex.ca.,
806,6kgruwseaaaa,0.0.0.0.0.0.1.2.2.3.1.5.1.2.3.20.h3.vichex.ca.,
807,6kgrvgseaaaa,0.0.0.0.0.0.1.2.2.3.2.5.1.2.3.20.h3.vichex.ca.,
808,6kgrvwseaaaa,0.0.0.0.0.0.1.2.2.3.3.5.1.2.3.20.h3.vichex.ca.,
809,6kgrwgseaaaa,0.0.0.0.0.0.1.2.2.3.4.5.1.2.3.20.h3.vichex.ca.,
810,6kgrwwseaaaa,0.0.0.0.0.0.1.2.2.3.5.5.1.2.3.20.h3.vichex.ca.,
811,6kgrxgseaaaa,0.0.0.0.0.0.1.2.2.3.6.5.1.2.3.20.h3.vichex.ca.,
812,6kgruiseaaaa,0.0.0.0.0.0.1.2.2.4.0.5.1.2.3.20.h3.vichex.ca.,
813,6kgruyseaaaa,0.0.0.0.0.0.1.2.2.4.1.5.1.2.3.20.h3.vichex.ca.,
814,6kgrviseaaaa,0.0.0.0.0.0.1.2.2.4.2.5.1.2.3.20.h3.vichex.ca.,
815,6kgrvyseaaaa,0.0.0.0.0.0.1.2.2.4.3.5.1.2.3.20.h3.vichex.ca.,
816,6kgrwiseaaaa,0.0.0.0.0.0.1.2.2.4.4.5.1.2.3.20.h3.vichex.ca.,
817,6kgrwyseaaaa,0.0.0.0.0.0.1.2.2.4.5.5.1.2.3.20.h3.vichex.ca.,
818,6kgrxiseaaaa,0.0.0.0.0.0.1.2.2.4.6.5.1.2.3.20.h3.vichex.ca.,
819,6kgrukseaaaa,0.0.0.0.0.0.1.2.2.5.0.5.1.2.3.20.h3.vichex.ca.,
820,6kgru2seaaaa,0.0.0.0.0.0.1.2.2.5.1.5.1.2.3.20.h3.vichex.ca.,
821,6kgrvkseaaaa,0.0.0.0.0.0.1.2.2.5.2.5.1.2.3.20.h3.vichex.ca.,
822,6kgrv2seaaaa,0.0.0.0.0.0.1.2.2.5.3.5.1.2.3.20.h3.vichex.ca.,
823,6kgrwkseaaaa,0.0.0.0.0.0.1.2.2.5.4.5.1.2.3.20.h3.vichex.ca.,
824,6kgrw2seaaaa,0.0.0.0.0.0.1.2.2.5.5.5.1.2.3.20.h3.vichex.ca.,
825,6kgrxkseaaaa,0.0.0.0.0.0.1.2.2.5.6.5.1.2.3.20.h3.vichex.ca.,
826,6kgrumseaaaa,0.0.0.0.0.0.1.2.2.6.0.5.1.2.3.20.h3.vichex.ca.,
827,6kgru4seaaaa,0.0.0.0.0.0.1.2.2.6.1.5.1.2.3.20.h3.vichex.ca.,
828,6kgrvmseaaaa,0.0.0.0.0.0.1.2.2.6.2.5.1.2.3.20.h3.vichex.ca.,
829,6kgrv4seaaaa,0.0.0.0.0.0.1.2.2.6.3.5.1.2.3.20.h3.vichex.ca.,"Broadmead Common Crawl"
830,6kgrwmseaaaa,0.0.0.0.0.0.1.2.2.6.4.5.1.2.3.20.h3.vichex.ca.,
831,6kgrw4seaaaa,0.0.0.0.0.0.1.2.2.6.5.5.1.2.3.20.h3.vichex.ca.,
832,6kgrxmseaaaa,0.0.0.0.0.0.1.2.2.6.6.5.1.2.3.20.h3.vichex.ca.,
833,6kgrua2eaaaa,0.0.0.0.0.0.1.2.3.0.0.5.1.2.3.20.h3.vichex.ca.,
834,6kgruq2eaaaa,0.0.0.0.0.0.1.2.3.0.1.5.1.2.3.20.h3.vichex.ca.,
835,6kgrva2eaaaa,0.0.0.0.0.0.1.2.3.0.2.5.1.2.3.20.h3.vichex.ca.,
836,6kgrvq2eaaaa,0.0.0.0.0.0.1.2.3.0.3.5.1.2.3.20.h3.vichex.ca.,
837,6kgrwa2eaaaa,0.0.0.0.0.0.1.2.3.0.4.5.1.2.3.20.h3.vichex.ca.,
838,6kgrwq2eaaaa,0.0.0.0.0.0.1.2.3.0.5.5.1.2.3.20.h3.vichex.ca.,
839,6kgrxa2eaaaa,0.0.0.0.0.0.1.2.3.0.6.5.1.2.3.20.h3.vichex.ca.,
840,6kgruc2eaaaa,0.0.0.0.0.0.1.2.3.1.0.5.1.2.3.20.h3.vichex.ca.,
841,6kgrus2eaaaa,0.0.0.0.0.0.1.2.3.1.1.5.1.2.3.20.h3.vichex.ca.,
842,6kgrvc2eaaaa,0.0.0.0.0.0.1.2.3.1.2.5.1.2.3.20.h3.vichex.ca.,
843,6kgrvs2eaaaa,0.0.0.0.0.0.1.2.3.1.3.5.1.2.3.20.h3.vichex.ca.,
844,6kgrwc2eaaaa,0.0.0.0.0.0.1.2.3.1.4.5.1.2.3.20.h3.vichex.ca.,
845,6kgrws2eaaaa,0.0.0.0.0.0.1.2.3.1.5.5.1.2.3.20.h3.vichex.ca.,
846,6kgrxc2eaaaa,0.0.0.0.0.0.1.2.3.1.6.5.1.2.3.20.h3.vichex.ca.,
847,6kgrue2eaaaa,0.0.0.0.0.0.1.2.3.2.0.5.1.2.3.20.h3.vichex.ca.,"James Bay Common Crawl"
848,6kgruu2eaaaa,0.0.0.0.0.0.1.2.3.2.1.5.1.2.3.20.h3.vichex.ca.,
849,6kgrve2eaaaa,0.0.0.0.0.0.1.2.3.2.2.5.1.2.3.20.h3.vichex.ca.,
850,6kgrvu2eaaaa,0.0.0.0.0.0.1.2.3.2.3.5.1.2.3.20.h3.vichex.ca.,
851,6kgrwe2eaaaa,0.0.0.0.0.0.1.2.3.2.4.5.1.2.3.20.h3.vichex.ca.,
852,6kgrwu2eaaaa,0.0.0.0.0.0.1.2.3.2.5.5.1.2.3.20.h3.vichex.ca.,
853,6kgrxe2eaaaa,0.0.0.0.0.0.1.2.3.2.6.5.1.2.3.20.h3.vichex.ca.,
854,6kgrug2eaaaa,0.0.0.0.0.0.1.2.3.3.0.5.1.2.3.20.h3.vichex.ca.,
855,6kgruw2eaaaa,0.0.0.0.0.0.1.2.3.3.1.5.1.2.3.20.h3.vichex.ca.,
856,6kgrvg2eaaaa,0.0.0.0.0.0.1.2.3.3.2.5.1.2.3.20.h3.vichex.ca.,
857,6kgrvw2eaaaa,0.0.0.0.0.0.1.2.3.3.3.5.1.2.3.20.h3.vichex.ca.,
858,6kgrwg2eaaaa,0.0.0.0.0.0.1.2.3.3.4.5.1.2.3.20.h3.vichex.ca.,
859,6kgrww2eaaaa,0.0.0.0.0.0.1.2.3.3.5.5.1.2.3.20.h3.vichex.ca.,
860,6kgrxg2eaaaa,0.0.0.0.0.0.1.2.3.3.6.5.1.2.3.20.h3.vichex.ca.,
861,6kgrui2eaaaa,0.0.0.0.0.0.1.2.3.4.0.5.1.2.3.20.h3.vichex.ca.,
862,6kgruy2eaaaa,0.0.0.0.0.0.1.2.3.4.1.5.1.2.3.20.h3.vichex.ca.,
863,6kgrvi2eaaaa,0.0.0.0.0.0.1.2.3.4.2.5.1.2.3.20.h3.vichex.ca.,
864,6kgrvy2eaaaa,0.0.0.0.0.0.1.2.3.4.3.5.1.2.3.20.h3.vichex.ca.,
865,6kgrwi2eaaaa,0.0.0.0.0.0.1.2.3.4.4.5.1.2.3.20.h3.vichex.ca.,
866,6kgrwy2eaaaa,0.0.0.0.0.0.1.2.3.4.5.5.1.2.3.20.h3.vichex.ca.,
867,6kgrxi2eaaaa,0.0.0.0.0.0.1.2.3.4.6.5.1.2.3.20.h3.vichex.ca.,
868,6kgruk2eaaaa,0.0.0.0.0.0.1.2.3.5.0.5.1.2.3.20.h3.vichex.ca.,
869,6kgru22eaaaa,0.0.0.0.0.0.1.2.3.5.1.5.1.2.3.20.h3.vichex.ca.,
870,6kgrvk2eaaaa,0.0.0.0.0.0.1.2.3.5.2.5.1.2.3.20.h3.vichex.ca.,
871,6kgrv22eaaaa,0.0.0.0.0.0.1.2.3.5.3.5.1.2.3.20.h3.vichex.ca.,
872,6kgrwk2eaaaa,0.0.0.0.0.0.1.2.3.5.4.5.1.2.3.20.h3.vichex.ca.,
873,6kgrw22eaaaa,0.0.0.0.0.0.1.2.3.5.5.5.1.2.3.20.h3.vichex.ca.,
874,6kgrxk2eaaaa,0.0.0.0.0.0.1.2.3.5.6.5.1.2.3.20.h3.vichex.ca.,
875,6kgrum2eaaaa,0.0.0.0.0.0.1.2.3.6.0.5.1.2.3.20.h3.vichex.ca.,
876,6kgru42eaaaa,0.0.0.0.0.0.1.2.3.6.1.5.1.2.3.20.h3.vichex.ca.,
877,6kgrvm2eaaaa,0.0.0.0.0.0.1.2.3.6.2.5.1.2.3.20.h3.vichex.ca.,
878,6kgrv42eaaaa,0.0.0.0.0.0.1.2.3.6.3.5.1.2.3.20.h3.vichex.ca.,
879,6kgrwm2eaaaa,0.0.0.0.0.0.1.2.3.6.4.5.1.2.3.20.h3.vichex.ca.,
880,6kgrw42eaaaa,0.0.0.0.0.0.1.2.3.6.5.5.1.2.3.20.h3.vichex.ca.,
881,6kgrxm2eaaaa,0.0.0.0.0.0.1.2.3.6.6.5.1.2.3.20.h3.vichex.ca.,
882,6kgrubceaaaa,0.0.0.0.0.0.1.2.4.0.0.5.1.2.3.20.h3.vichex.ca.,
883,6kgrurceaaaa,0.0.0.0.0.0.1.2.4.0.1.5.1.2.3.20.h3.vichex.ca.,
884,6kgrvbceaaaa,0.0.0.0.0.0.1.2.4.0.2.5.1.2.3.20.h3.vichex.ca.,
885,6kgrvrceaaaa,0.0.0.0.0.0.1.2.4.0.3.5.1.2.3.20.h3.vichex.ca.,
886,6kgrwbceaaaa,0.0.0.0.0.0.1.2.4.0.4.5.1.2.3.20.h3.vichex.ca.,
887,6kgrwrceaaaa,0.0.0.0.0.0.1.2.4.0.5.5.1.2.3.20.h3.vichex.ca.,
888,6kgrxbceaaaa,0.0.0.0.0.0.1.2.4.0.6.5.1.2.3.20.h3.vichex.ca.,
889,6kgrudceaaaa,0.0.0.0.0.0.1.2.4.1.0.5.1.2.3.20.h3.vichex.ca.,
890,6kgrutceaaaa,0.0.0.0.0.0.1.2.4.1.1.5.1.2.3.20.h3.vichex.ca.,
891,6kgrvdceaaaa,0.0.0.0.0.0.1.2.4.1.2.5.1.2.3.20.h3.vichex.ca.,"Gordon Head Common Crawl"
892,6kgrvtceaaaa,0.0.0.0.0.0.1.2.4.1.3.5.1.2.3.20.h3.vichex.ca.,
893,6kgrwdceaaaa,0.0.0.0.0.0.1.2.4.1.4.5.1.2.3.20.h3.vichex.ca.,
894,6kgrwtceaaaa,0.0.0.0.0.0.1.2.4.1.5.5.1.2.3.20.h3.vichex.ca.,
895,6kgrxdceaaaa,0.0.0.0.0.0.1.2.4.1.6.5.1.2.3.20.h3.vichex.ca.,
896,6kgrufceaaaa,0.0.0.0.0.0.1.2.4.2.0.5.1.2.3.20.h3.vichex.ca.,
897,6kgruvceaaaa,0.0.0.0.0.0.1.2.4.2.1.5.1.2.3.20.h3.vichex.ca.,
898,6kgrvfceaaaa,0.0.0.0.0.0.1.2.4.2.2.5.1.2.3.20.h3.vichex.ca.,
899,6kgrvvceaaaa,0.0.0.0.0.0.1.2.4.2.3.5.1.2.3.20.h3.vichex.ca.,
900,6kgrwfceaaaa,0.0.0.0.0.0.1.2.4.2.4.5.1.2.3.20.h3.vichex.ca.,
901,6kgrwvceaaaa,0.0.0.0.0.0.1.2.4.2.5.5.1.2.3.20.h3.vichex.ca.,
902,6kgrxfceaaaa,0.0.0.0.0.0.1.2.4.2.6.5.1.2.3.20.h3.vichex.ca.,
903,6kgruhceaaaa,0.0.0.0.0.0.1.2.4.3.0.5.1.2.3.20.h3.vichex.ca.,
904,6kgruxceaaaa,0.0.0.0.0.0.1.2.4.3.1.5.1.2.3.20.h3.vichex.ca.,
905,6kgrvhceaaaa,0.0.0.0.0.0.1.2.4.3.2.5.1.2.3.20.h3.vichex.ca.,
906,6kgrvxceaaaa,0.0.0.0.0.0.1.2.4.3.3.5.1.2.3.20.h3.vichex.ca.,
907,6kgrwhceaaaa,0.0.0.0.0.0.1.2.4.3.4.5.1.2.3.20.h3.vichex.ca.,
908,6kgrwxceaaaa,0.0.0.0.0.0.1.2.4.3.5.5.1.2.3.20.h3.vichex.ca.,
909,6kgrxhceaaaa,0.0.0.0.0.0.1.2.4.3.6.5.1.2.3.20.h3.vichex.ca.,
910,6kgrujceaaaa,0.0.0.0.0.0.1.2.4.4.0.5.1.2.3.20.h3.vichex.ca.,
911,6kgruzceaaaa,0.0.0.0.0.0.1.2.4.4.1.5.1.2.3.20.h3.vichex.ca.,
912,6kgrvjceaaaa,0.0.0.0.0.0.1.2.4.4.2.5.1.2.3.20.h3.vichex.ca.,
913,6kgrvzceaaaa,0.0.0.0.0.0.1.2.4.4.3.5.1.2.3.20.h3.vichex.ca.,
914,6kgrwjceaaaa,0.0.0.0.0.0.1.2.4.4.4.5.1.2.3.20.h3.vichex.ca.,
915,6kgrwzceaaaa,0.0.0.0.0.0.1.2.4.4.5.5.1.2.3.20.h3.vichex.ca.,
916,6kgrxjceaaaa,0.0.0.0.0.0.1.2.4.4.6.5.1.2.3.20.h3.vichex.ca.,
917,6kgrulceaaaa,0.0.0.0.0.0.1.2.4.5.0.5.1.2.3.20.h3.vichex.ca.,
918,6kgru3ceaaaa,0.0.0.0.0.0.1.2.4.5.1.5.1.2.3.20.h3.vichex.ca.,
919,6kgrvlceaaaa,0.0.0.0.0.0.1.2.4.5.2.5.1.2.3.20.h3.vichex.ca.,"Fernwood NRG Common Crawl"
920,6kgrv3ceaaaa,0.0.0.0.0.0.1.2.4.5.3.5.1.2.3.20.h3.vichex.ca.,
921,6kgrwlceaaaa,0.0.0.0.0.0.1.2.4.5.4.5.1.2.3.20.h3.vichex.ca.,
922,6kgrw3ceaaaa,0.0.0.0.0.0.1.2.4.5.5.5.1.2.3.20.h3.vichex.ca.,
923,6kgrxlceaaaa,0.0.0.0.0.0.1.2.4.5.6.5.1.2.3.20.h3.vichex.ca.,
924,6kgrunceaaaa,0.0.0.0.0.0.1.2.4.6.0.5.1.2.3.20.h3.vichex.ca.,
925,6kgru5ceaaaa,0.0.0.0.0.0.1.2.4.6.1.5.1.2.3.20.h3.vichex.ca.,
926,6kgrvnceaaaa,0.0.0.0.0.0.1.2.4.6.2.5.1.2.3.20.h3.vichex.ca.,
927,6kgrv5ceaaaa,0.0.0.0.0.0.1.2.4.6.3.5.1.2.3.20.h3.vichex.ca.,
928,6kgrwnceaaaa,0.0.0.0.0.0.1.2.4.6.4.5.1.2.3.20.h3.vichex.ca.,
929,6kgrw5ceaaaa,0.0.0.0.0.0.1.2.4.6.5.5.1.2.3.20.h3.vichex.ca.,
930,6kgrxnceaaaa,0.0.0.0.0.0.1.2.4.6.6.5.1.2.3.20.h3.vichex.ca.,
931,6kgrubkeaaaa,0.0.0.0.0.0.1.2.5.0.0.5.1.2.3.20.h3.vichex.ca.,
932,6kgrurkeaaaa,0.0.0.0.0.0.1.2.5.0.1.5.1.2.3.20.h3.vichex.ca.,
933,6kgrvbkeaaaa,0.0.0.0.0.0.1.2.5.0.2.5.1.2.3.20.h3.vichex.ca.,
934,6kgrvrkeaaaa,0.0.0.0.0.0.1.2.5.0.3.5.1.2.3.20.h3.vichex.ca.,
935,6kgrwbkeaaaa,0.0.0.0.0.0.1.2.5.0.4.5.1.2.3.20.h3.vichex.ca.,
936,6kgrwrkeaaaa,0.0.0.0.0.0.1.2.5.0.5.5.1.2.3.20.h3.vichex.ca.,
937,6kgrxbkeaaaa,0.0.0.0.0.0.1.2.5.0.6.5.1.2.3.20.h3.vichex.ca.,
938,6kgrudkeaaaa,0.0.0.0.0.0.1.2.5.1.0.5.1.2.3.20.h3.vichex.ca.,
939,6kgrutkeaaaa,0.0.0.0.0.0.1.2.5.1.1.5.1.2.3.20.h3.vichex.ca.,
940,6kgrvdkeaaaa,0.0.0.0.0.0.1.2.5.1.2.5.1.2.3.20.h3.vichex.ca.,
941,6kgrvtkeaaaa,0.0.0.0.0.0.1.2.5.1.3.5.1.2.3.20.h3.vichex.ca.,
942,6kgrwdkeaaaa,0.0.0.0.0.0.1.2.5.1.4.5.1.2.3.20.h3.vichex.ca.,
943,6kgrwtkeaaaa,0.0.0.0.0.0.1.2.5.1.5.5.1.2.3.20.h3.vichex.ca.,
944,6kgrxdkeaaaa,0.0.0.0.0.0.1.2.5.1.6.5.1.2.3.20.h3.vichex.ca.,
945,6kgrufkeaaaa,0.0.0.0.0.0.1.2.5.2.0.5.1.2.3.20.h3.vichex.ca.,
946,6kgruvkeaaaa,0.0.0.0.0.0.1.2.5.2.1.5.1.2.3.20.h3.vichex.ca.,
947,6kgrvfkeaaaa,0.0.0.0.0.0.1.2.5.2.2.5.1.2.3.20.h3.vichex.ca.,
948,6kgrvvkeaaaa,0.0.0.0.0.0.1.2.5.2.3.5.1.2.3.20.h3.vichex.ca.,
949,6kgrwfkeaaaa,0.0.0.0.0.0.1.2.5.2.4.5.1.2.3.20.h3.vichex.ca.,
950,6kgrwvkeaaaa,0.0.0.0.0.0.1.2.5.2.5.5.1.2.3.20.h3.vichex.ca.,
951,6kgrxfkeaaaa,0.0.0.0.0.0.1.2.5.2.6.5.1.2.3.20.h3.vichex.ca.,
952,6kgruhkeaaaa,0.0.0.0.0.0.1.2.5.3.0.5.1.2.3.20.h3.vichex.ca.,
953,6kgruxkeaaaa,0.0.0.0.0.0.1.2.5.3.1.5.1.2.3.20.h3.vichex.ca.,
954,6kgrvhkeaaaa,0.0.0.0.0.0.1.2.5.3.2.5.1.2.3.20.h3.vichex.ca.,
